EPOCH,Time Consumed,Total Frames,Running_Average_Rewards,Train_Epoch_Reward,Running_Training_Average_Rewards,Explore_Time,Train___Time,Eval____Time,button-press-topdown-v1_success_rate,button-press-topdown-v1_eval_rewards,door-v1_success_rate,door-v1_eval_rewards,drawer-close-v1_success_rate,drawer-close-v1_eval_rewards,drawer-open-v1_success_rate,drawer-open-v1_eval_rewards,ped-insert-side-v1_success_rate,ped-insert-side-v1_eval_rewards,pick-place-v1_success_rate,pick-place-v1_eval_rewards,push-v1_success_rate,push-v1_eval_rewards,reach-v1_success_rate,reach-v1_eval_rewards,window-close-v1_success_rate,window-close-v1_eval_rewards,window-open-v1_success_rate,window-open-v1_eval_rewards,mean_success_rate,Reward_Mean_Mean,Reward_Mean_Std,Reward_Mean_Max,Reward_Mean_Min,alpha_0_Mean,alpha_0_Std,alpha_0_Max,alpha_0_Min,alpha_1_Mean,alpha_1_Std,alpha_1_Max,alpha_1_Min,alpha_2_Mean,alpha_2_Std,alpha_2_Max,alpha_2_Min,alpha_3_Mean,alpha_3_Std,alpha_3_Max,alpha_3_Min,alpha_4_Mean,alpha_4_Std,alpha_4_Max,alpha_4_Min,alpha_5_Mean,alpha_5_Std,alpha_5_Max,alpha_5_Min,alpha_6_Mean,alpha_6_Std,alpha_6_Max,alpha_6_Min,alpha_7_Mean,alpha_7_Std,alpha_7_Max,alpha_7_Min,alpha_8_Mean,alpha_8_Std,alpha_8_Max,alpha_8_Min,alpha_9_Mean,alpha_9_Std,alpha_9_Max,alpha_9_Min,Alpha_loss_Mean,Alpha_loss_Std,Alpha_loss_Max,Alpha_loss_Min,Training/policy_loss_Mean,Training/policy_loss_Std,Training/policy_loss_Max,Training/policy_loss_Min,Training/qf1_loss_Mean,Training/qf1_loss_Std,Training/qf1_loss_Max,Training/qf1_loss_Min,Training/qf2_loss_Mean,Training/qf2_loss_Std,Training/qf2_loss_Max,Training/qf2_loss_Min,Training/pf_norm_Mean,Training/pf_norm_Std,Training/pf_norm_Max,Training/pf_norm_Min,Training/qf1_norm_Mean,Training/qf1_norm_Std,Training/qf1_norm_Max,Training/qf1_norm_Min,Training/qf2_norm_Mean,Training/qf2_norm_Std,Training/qf2_norm_Max,Training/qf2_norm_Min,log_std/mean_Mean,log_std/mean_Std,log_std/mean_Max,log_std/mean_Min,log_std/std_Mean,log_std/std_Std,log_std/std_Max,log_std/std_Min,log_std/max_Mean,log_std/max_Std,log_std/max_Max,log_std/max_Min,log_std/min_Mean,log_std/min_Std,log_std/min_Max,log_std/min_Min,log_prob_0_Mean,log_prob_0_Std,log_prob_0_Max,log_prob_0_Min,log_prob_1_Mean,log_prob_1_Std,log_prob_1_Max,log_prob_1_Min,log_prob_2_Mean,log_prob_2_Std,log_prob_2_Max,log_prob_2_Min,log_prob_3_Mean,log_prob_3_Std,log_prob_3_Max,log_prob_3_Min,log_prob_4_Mean,log_prob_4_Std,log_prob_4_Max,log_prob_4_Min,log_prob_5_Mean,log_prob_5_Std,log_prob_5_Max,log_prob_5_Min,log_prob_6_Mean,log_prob_6_Std,log_prob_6_Max,log_prob_6_Min,log_prob_7_Mean,log_prob_7_Std,log_prob_7_Max,log_prob_7_Min,log_prob_8_Mean,log_prob_8_Std,log_prob_8_Max,log_prob_8_Min,log_prob_9_Mean,log_prob_9_Std,log_prob_9_Max,log_prob_9_Min,log_probs/mean_Mean,log_probs/mean_Std,log_probs/mean_Max,log_probs/mean_Min,log_probs/std_Mean,log_probs/std_Std,log_probs/std_Max,log_probs/std_Min,log_probs/max_Mean,log_probs/max_Std,log_probs/max_Max,log_probs/max_Min,log_probs/min_Mean,log_probs/min_Std,log_probs/min_Max,log_probs/min_Min,mean/mean_Mean,mean/mean_Std,mean/mean_Max,mean/mean_Min,mean/std_Mean,mean/std_Std,mean/std_Max,mean/std_Min,mean/max_Mean,mean/max_Std,mean/max_Max,mean/max_Min,mean/min_Mean,mean/min_Std,mean/min_Max,mean/min_Min
413,8.566575288772583,868000,31963.02965,390510.60916,19085.71857,0.00822,8.55435,0.00396,0.33333,35778.72507,0.00000,-24.49315,0.00000,-11.08785,0.00000,-11.83335,0.00000,-57.66417,0.00000,-85.47611,0.00000,35.67834,1.00000,281605.25628,0.00000,1688.04602,0.00000,713.14544,0.13333,167.10218,8.77002,186.22250,141.88153,21.44336,0.20151,21.83774,21.17277,0.30878,0.00217,0.31361,0.30656,0.13664,0.00068,0.13765,0.13525,0.06527,0.00161,0.06804,0.06354,0.07424,0.00023,0.07484,0.07375,0.07424,0.00151,0.07663,0.07196,10.44037,0.05367,10.50037,10.30067,0.04508,0.00013,0.04537,0.04491,0.39089,0.00524,0.40043,0.38497,0.55255,0.00315,0.55883,0.54756,0.53768,0.46646,1.83067,-0.65886,-22971.75385,598.00201,-21188.40430,-24360.87305,315769.88703,249899.74720,2800419.75000,113485.05469,300819.96535,261974.80479,3216848.50000,126592.47656,1203.11342,585.72057,3963.78174,380.26929,68947250.22000,48895002.21507,573195328.00000,19992642.00000,67404920.61000,49972651.96512,686835968.00000,22383252.00000,-0.94833,0.01514,-0.91417,-0.98941,0.44083,0.01337,0.50783,0.41625,0.96140,0.63007,2.00000,0.11168,-3.38322,0.96570,-2.56487,-14.67254,3.66579,0.55594,5.08685,2.12892,3.75562,0.54620,5.59096,2.63830,3.92160,0.55306,5.76453,2.72952,4.90082,0.72417,6.16946,3.16671,3.86441,0.39288,5.10605,2.66771,4.66142,0.40238,5.53412,3.78603,3.79252,0.56643,5.15441,1.95989,3.98466,0.40612,5.34351,3.04699,4.35526,0.59972,5.95570,2.91260,4.33562,0.48441,5.65144,3.02470,4.12377,0.21866,4.67568,3.56911,4.08782,0.14431,4.59227,3.73779,25.17388,6.32418,67.62801,17.63202,-6.55926,1.30032,-4.30412,-10.72391,-0.01164,0.06745,0.13170,-0.18021,1.48213,0.03847,1.56839,1.39156,5.91382,1.60967,20.95388,3.87351,-4.74767,0.89559,-3.67309,-13.59952
414,8.476752042770386,870000,38230.79928,477819.33595,31359.21222,0.17325,8.29925,0.00419,0.00000,106047.15174,0.00000,-22.34034,0.00000,-8.82081,0.00000,1736.26864,0.00000,-52.18063,0.00000,-76.17256,0.00000,4887.57747,1.00000,268443.19064,0.00000,224.48901,0.00000,1128.82963,0.10000,169.87866,9.12927,196.11353,148.70741,21.16709,0.04709,21.23702,21.08188,0.31143,0.00248,0.31612,0.30756,0.13230,0.00170,0.13526,0.13042,0.06578,0.00193,0.06831,0.06279,0.07422,0.00059,0.07600,0.07370,0.07975,0.00170,0.08209,0.07666,10.17237,0.05550,10.29743,10.04896,0.04642,0.00134,0.04863,0.04501,0.40807,0.00390,0.41470,0.40054,0.56519,0.00408,0.57207,0.55893,0.20705,0.46879,1.16401,-0.93813,-23139.02941,551.02325,-21548.79688,-24793.16406,302926.82324,321814.37198,4303145.50000,105351.41406,327150.01293,270303.98220,3463230.50000,130943.64844,1177.42625,612.77670,4627.49805,288.66138,65495335.19000,31873422.15143,327909152.00000,20568884.00000,73374361.64000,32992104.29080,246027008.00000,24255958.00000,-0.94351,0.01852,-0.90402,-0.99618,0.45983,0.01642,0.50666,0.42831,0.74537,0.66523,2.00000,0.05442,-3.48838,0.63955,-2.67110,-9.82034,3.94313,0.63565,6.03478,2.29470,4.37674,0.41404,5.62982,3.33561,3.63378,0.52662,5.47827,2.32954,2.65709,0.84130,5.23045,1.26826,4.31456,0.53409,5.66977,3.20024,4.71150,0.57620,6.23524,2.94756,3.75195,0.56061,5.06798,2.33748,4.70897,0.76300,6.86664,3.25795,4.34639,0.48685,5.62217,3.18995,4.30693,0.48194,5.68366,3.11046,4.07511,0.19518,4.73847,3.61246,4.17815,0.14326,4.52541,3.78499,23.68753,5.06543,54.81438,16.32347,-6.52624,1.18980,-4.18958,-12.80486,0.00660,0.04124,0.09300,-0.10969,1.47897,0.03921,1.62291,1.39170,5.73737,3.19073,41.46950,3.92870,-4.83321,0.80182,-3.51877,-7.41780
415,8.432071685791016,872000,33489.74501,359043.14760,31146.94335,0.00357,8.42415,0.00427,0.33333,73491.09508,1.00000,-63.93022,0.00000,-9.27295,0.00000,-12.06407,0.00000,-42.58240,0.00000,-60.38179,0.00000,-12.92103,1.00000,259549.27389,0.00000,1038.42698,0.00000,1019.80666,0.23333,169.39709,9.75175,202.78856,145.83134,20.99846,0.12329,21.25322,20.82954,0.31675,0.00130,0.31885,0.31448,0.13205,0.00134,0.13398,0.13016,0.06143,0.00067,0.06276,0.06019,0.07869,0.00150,0.08121,0.07603,0.08262,0.00032,0.08329,0.08207,10.01725,0.06463,10.08112,9.90440,0.05115,0.00156,0.05384,0.04864,0.42691,0.00609,0.43612,0.41479,0.57916,0.00465,0.58712,0.57153,0.43439,0.47408,1.76438,-0.62035,-23192.81014,657.17721,-21655.71289,-25235.21289,371896.46234,824312.68083,8122663.50000,100788.22656,384908.51555,757238.71792,7616867.50000,122600.07812,1212.55568,572.34325,3925.96802,282.94952,65426170.27000,31222333.38719,211833984.00000,19540730.00000,73956225.13000,32911553.09657,263416608.00000,25076852.00000,-0.94130,0.02082,-0.89965,-1.00808,0.45659,0.01567,0.50373,0.42421,0.92168,0.70762,2.00000,0.08879,-3.47207,0.66504,-2.59991,-8.30583,4.09955,0.61614,5.56971,2.52221,3.91036,0.50287,5.64619,2.84052,4.17043,0.65960,5.72015,2.23761,3.30858,0.52174,4.49492,1.72384,4.67213,0.48272,6.19043,3.37276,4.01182,0.64235,5.86741,2.58469,3.88218,0.59600,5.55267,2.30299,5.22988,0.45788,6.71064,4.11062,4.52060,0.50846,6.21473,3.43892,4.40220,0.58663,6.00640,2.83769,4.22077,0.22083,4.81558,3.62617,4.17724,0.15124,4.61727,3.84373,24.77977,5.45014,50.14528,17.00604,-6.65573,1.45679,-4.20216,-11.78533,-0.01146,0.03150,0.06114,-0.08748,1.50887,0.03358,1.61381,1.42390,6.44420,1.94397,14.63672,3.83794,-4.95397,1.15976,-3.85457,-11.69978
416,8.720979452133179,874000,42670.73457,683124.46079,43944.05998,0.01295,8.70389,0.00410,0.66667,129754.66474,0.00000,-26.11483,0.00000,-10.65388,0.00000,-11.62815,0.00000,-68.62352,0.00000,-107.52090,0.00000,-11.96908,1.00000,295219.64845,0.00000,401.99794,0.00000,1567.54491,0.16667,168.14996,9.22237,187.86084,142.88170,20.96111,0.21624,21.27102,20.50182,0.31597,0.00198,0.31900,0.31335,0.13242,0.00042,0.13309,0.13182,0.05878,0.00071,0.06017,0.05765,0.08355,0.00148,0.08600,0.08125,0.08153,0.00036,0.08220,0.08075,9.83307,0.03693,9.90449,9.77330,0.05602,0.00119,0.05782,0.05387,0.43969,0.00148,0.44223,0.43620,0.58788,0.00158,0.59062,0.58485,0.37225,0.43991,1.45536,-0.59990,-23148.99606,604.65736,-21624.73438,-24657.42773,278795.23703,137740.67290,1020147.31250,117006.01562,317001.04586,172689.09764,1533756.12500,113043.87500,1113.24621,798.37455,9147.65430,247.96204,62659257.66000,24617120.59455,144115920.00000,17602646.00000,70814667.67000,30030767.80282,193743024.00000,23710696.00000,-0.94612,0.01875,-0.90007,-1.00072,0.45824,0.01293,0.49130,0.42144,0.93099,0.73749,2.00000,0.14171,-3.29966,0.45519,-2.57084,-5.18089,3.56502,0.55615,5.46131,2.39115,4.19742,0.44337,5.52912,3.23377,3.97277,0.45860,5.25662,2.95127,3.32066,0.58943,5.02166,1.60003,4.62148,0.58936,6.02010,3.37293,3.88934,0.57908,6.19730,2.67658,3.96941,0.63837,5.70019,2.41110,4.94481,0.43865,6.26062,3.97278,4.13998,0.45834,5.36264,2.91681,3.94749,0.59815,5.71802,2.50296,4.05684,0.25015,4.73937,3.58129,4.18783,0.17218,4.71350,3.77818,21.62690,2.30381,30.05286,15.91688,-6.63625,1.41057,-4.32341,-11.64061,0.04677,0.06645,0.19726,-0.09111,1.47712,0.04221,1.58184,1.38071,6.03457,1.64868,13.07394,4.27879,-4.57532,0.52100,-3.63798,-6.03275
417,8.612492084503174,876000,36789.40255,511571.97054,42584.70193,0.00412,8.60431,0.00402,0.33333,81354.77900,0.00000,-51.80872,0.00000,-10.58917,0.00000,-15.94461,0.00000,-75.60454,0.00000,-97.01822,0.00000,34.88423,1.00000,283996.36606,0.00000,1014.28959,0.00000,1744.67186,0.13333,168.76816,10.39703,197.92339,143.71103,20.19602,0.17444,20.49719,19.87115,0.31926,0.00074,0.32020,0.31691,0.13156,0.00092,0.13283,0.12993,0.05723,0.00018,0.05764,0.05699,0.08835,0.00146,0.09184,0.08603,0.08016,0.00074,0.08127,0.07850,9.89154,0.01768,9.92623,9.85706,0.05965,0.00107,0.06138,0.05784,0.44544,0.00125,0.44782,0.44230,0.58368,0.00221,0.58790,0.58084,0.34831,0.38642,1.28942,-0.74520,-23170.06932,624.64596,-21290.75586,-24490.95117,354841.61266,618119.84577,7522989.50000,114334.41406,394711.16945,595110.32180,7126028.00000,109620.93750,1164.37909,582.29768,3160.30884,355.36041,63414926.97000,32806162.82785,305278112.00000,18863724.00000,76786519.47000,44271667.94477,354682368.00000,18645312.00000,-0.92894,0.01994,-0.87764,-0.96668,0.44982,0.01375,0.48773,0.41472,1.27904,0.67094,2.00000,0.17158,-3.21990,0.47061,-2.48612,-5.56320,3.65298,0.51634,4.96279,2.46214,3.90670,0.43709,4.84478,2.61419,3.77562,0.57611,5.78089,2.47421,3.94270,0.59493,5.54193,2.47685,4.79210,0.64322,6.87947,3.46194,3.54671,0.63354,5.41504,2.14596,3.97407,0.61421,6.27364,2.59820,4.83782,0.38316,5.89707,3.83181,4.05170,0.47665,5.31514,2.79438,3.86722,0.55720,5.38775,2.66836,4.03476,0.18200,4.48064,3.44916,4.16833,0.14970,4.52932,3.78993,24.82977,4.15667,42.20515,17.95974,-6.73616,1.32333,-4.16060,-11.56277,0.11396,0.05197,0.27482,-0.04211,1.48183,0.03178,1.55634,1.39760,6.02288,1.06415,9.78942,4.48119,-4.96492,0.78205,-3.69977,-7.69215
418,8.442417860031128,878000,36034.77371,512532.29880,41224.83189,0.01202,8.42645,0.00387,0.33333,76025.39548,0.00000,-52.02076,0.00000,-10.95381,0.00000,-14.21513,0.00000,-83.79216,0.00000,-113.93947,0.00000,244.87055,1.00000,280841.48216,0.00000,1756.02104,0.00000,1754.88920,0.13333,169.50496,10.30603,197.82436,137.50482,19.64307,0.08661,19.86739,19.50611,0.31709,0.00094,0.31886,0.31578,0.12664,0.00169,0.12988,0.12386,0.05847,0.00056,0.05947,0.05737,0.09408,0.00063,0.09456,0.09191,0.07462,0.00204,0.07845,0.07197,9.85150,0.03999,9.93714,9.79223,0.06318,0.00099,0.06474,0.06139,0.44992,0.00289,0.45328,0.44502,0.58749,0.00554,0.59707,0.57995,0.13960,0.41852,1.10231,-0.96850,-23223.89242,679.95780,-21297.67578,-25223.15430,308021.71484,169727.69902,1253999.50000,117349.02344,350415.50969,228223.48814,1464833.25000,115097.16406,1145.49037,583.80996,3798.63428,355.94424,69134002.37000,29548371.79450,175595376.00000,23656946.00000,78642246.48000,39862576.51460,233107568.00000,24142302.00000,-0.92396,0.02113,-0.88203,-0.98024,0.42919,0.01362,0.46178,0.39446,0.91054,0.73438,2.00000,0.07602,-3.15989,0.33556,-2.61927,-4.64317,3.82425,0.52651,5.24777,2.46335,4.07673,0.51778,5.62178,2.74698,3.49767,0.50183,5.05294,2.24605,4.57572,0.54815,6.09678,3.17400,4.26400,0.62275,6.33465,3.06670,2.94644,0.51831,4.36099,1.71375,4.09473,0.58924,6.17529,2.60355,4.79104,0.54550,6.10037,3.51335,4.14095,0.45681,5.70963,3.11630,4.37798,0.51086,6.18730,3.13315,4.05895,0.20476,4.57102,3.60935,4.16779,0.12206,4.51403,3.78023,24.67093,5.49782,47.85992,17.29230,-6.76036,1.30256,-4.51108,-11.71657,0.16234,0.05949,0.31982,0.03916,1.48476,0.03328,1.56800,1.40213,6.25069,1.56208,12.31847,4.19140,-4.88278,0.67115,-3.78039,-7.66570
419,8.614089250564575,880000,34561.45754,384236.30122,24159.57877,0.19365,8.41593,0.00439,0.33333,54141.40117,0.00000,-28.02557,0.00000,-12.73667,0.00000,-19.60769,0.00000,-88.80290,0.00000,-51.45568,0.00000,-48.88664,1.00000,289999.85352,0.00000,-44.27780,0.00000,1767.11369,0.13333,169.06106,10.72364,204.97432,138.54791,19.50041,0.08451,19.66400,19.38607,0.32531,0.00400,0.33188,0.31828,0.12119,0.00123,0.12380,0.11974,0.06109,0.00089,0.06274,0.05949,0.09465,0.00048,0.09551,0.09414,0.07051,0.00081,0.07196,0.06918,9.88659,0.03140,9.93741,9.82921,0.06562,0.00042,0.06615,0.06477,0.44745,0.00394,0.45287,0.43909,0.60610,0.00493,0.61317,0.59711,0.14962,0.38077,1.09932,-0.85987,-23223.34016,583.82934,-21573.01367,-24864.23828,262863.52934,140257.37764,1254001.62500,102160.83594,294479.27789,162940.23710,1313457.75000,121774.56250,1218.77918,620.51155,4387.78369,371.04416,58897359.04000,23381525.78454,151004256.00000,21077876.00000,67881303.96000,28079751.44062,176918336.00000,20044690.00000,-0.90099,0.02165,-0.85149,-0.95175,0.44086,0.01314,0.53463,0.41125,0.86533,0.73088,2.00000,0.10122,-3.14391,1.30311,-2.56827,-20.00000,4.08947,0.66937,5.70152,2.50244,4.47601,0.39684,5.48585,3.64070,3.70859,0.62044,5.47822,2.52207,4.82010,0.49372,6.16984,3.64618,4.15455,0.46991,5.53899,2.95681,3.48968,0.42694,4.48357,2.40836,3.97589,0.55522,5.38485,2.69641,4.19791,0.54844,5.81953,3.08081,3.71238,0.46048,4.85307,2.73503,4.34089,0.52503,5.86400,3.15419,4.09655,0.24350,4.75249,3.54682,4.09287,0.16075,4.63744,3.71565,22.15831,5.60546,77.76602,16.29469,-6.65368,1.22410,-4.34690,-11.57152,0.13556,0.04749,0.24995,0.02559,1.50328,0.04479,1.65169,1.40775,5.73895,2.37384,33.14525,3.98354,-4.71249,1.73859,-3.69845,-27.70331
420,8.321149826049805,882000,40176.73321,560525.93352,33818.06264,0.01566,8.30110,0.00434,0.33333,118773.07783,0.00000,-29.77223,0.00000,775.31586,0.00000,-17.11545,0.00000,-71.89449,0.00000,-51.56158,0.00000,37.44632,1.00000,279010.60690,0.00000,1695.86654,0.00000,1645.36238,0.13333,169.97032,9.54195,198.67473,144.06746,19.46311,0.14202,19.70385,19.20251,0.33291,0.00192,0.33481,0.32795,0.11870,0.00094,0.12008,0.11670,0.06360,0.00034,0.06437,0.06277,0.09517,0.00023,0.09551,0.09471,0.06764,0.00075,0.06917,0.06683,9.93324,0.01889,9.96854,9.90208,0.06470,0.00072,0.06586,0.06363,0.42385,0.00803,0.43895,0.41062,0.61281,0.00178,0.61531,0.60934,-0.16143,0.40842,1.48332,-1.02834,-23286.73988,592.90418,-21592.88867,-24997.29492,346112.16555,630482.43229,8162595.50000,109570.85156,396943.25113,691237.40177,8093936.00000,116501.55469,1211.71559,644.41939,5720.47900,354.76749,63270182.13000,34758481.80279,409892576.00000,21072262.00000,80910737.03000,50854911.94350,613097664.00000,20137374.00000,-0.93144,0.02803,-0.86369,-0.98889,0.43927,0.01759,0.58041,0.40691,0.82252,0.64982,2.00000,0.07710,-3.20783,1.25130,-2.66126,-20.00000,3.69871,0.61776,5.34079,2.30988,3.82217,0.56244,5.25426,2.41340,3.69622,0.51553,5.34363,2.43288,4.35486,0.55954,6.00559,2.95905,3.93725,0.48291,5.14239,2.53692,3.72489,0.68865,5.51010,2.33830,3.99981,0.59575,5.50464,2.47315,3.57175,0.42079,5.33142,2.72048,3.34403,0.32026,4.43245,2.59382,3.94444,0.56923,5.34360,2.41357,3.80941,0.23231,4.25934,3.31598,4.05367,0.15413,4.70263,3.66739,23.70834,6.54468,87.49245,17.27701,-6.76318,1.37185,-4.52041,-13.20614,0.12339,0.04606,0.20298,-0.01837,1.45398,0.23544,4.72592,1.33568,7.02562,17.68775,255.13600,3.87530,-5.90200,10.18406,-3.86678,-148.23480
421,8.800667762756348,884000,48907.88370,374254.68204,33620.65358,0.02064,8.77594,0.00405,0.66667,200340.39390,0.00000,-32.06792,0.00000,-10.89355,0.00000,283.39101,0.00000,-80.62095,0.00000,-45.65332,0.00000,51.96484,1.00000,284759.14555,0.00000,1718.10173,0.00000,2095.07570,0.16667,170.15323,9.74793,202.23958,147.80577,18.89561,0.17178,19.19830,18.64995,0.32529,0.00210,0.32938,0.32179,0.11499,0.00066,0.11669,0.11430,0.06620,0.00085,0.06767,0.06438,0.09464,0.00015,0.09499,0.09437,0.06657,0.00085,0.06777,0.06537,10.01029,0.05039,10.10457,9.91604,0.06458,0.00028,0.06499,0.06370,0.40561,0.00173,0.41048,0.40217,0.62280,0.00642,0.63238,0.61181,0.15100,0.43596,1.26790,-0.88361,-23317.41427,602.56071,-21985.18555,-25610.67188,300285.31863,315840.71832,4000361.25000,115521.05469,304971.84742,228616.75464,2938917.50000,137662.10938,1070.62291,563.85205,4392.94092,334.49133,66738401.61000,45479439.34302,587839296.00000,24647078.00000,70894877.62000,30365022.76727,286752352.00000,19703850.00000,-0.94849,0.02684,-0.89465,-1.01303,0.44494,0.01860,0.50356,0.40784,0.95310,0.63298,2.00000,0.14068,-3.20694,0.30412,-2.61604,-4.58047,3.70205,0.52018,5.15626,2.15455,4.11743,0.84647,6.09443,2.31938,3.79065,0.49334,5.29788,2.63741,4.71828,0.54790,6.31648,3.59805,3.94827,0.36883,5.23295,2.98752,3.57337,0.57672,5.20776,2.14582,4.19873,0.70287,6.30842,1.63624,4.25858,0.51137,5.78775,3.12515,3.80964,0.51949,5.16478,2.11800,4.40891,0.49018,6.02218,3.25705,4.05259,0.25307,4.96441,3.48997,4.09102,0.14218,4.43524,3.78270,22.79865,3.10020,38.79996,16.11056,-6.70036,1.42170,-4.32068,-12.86806,0.13717,0.06344,0.26403,0.01268,1.46695,0.04021,1.60615,1.35047,5.87800,1.89702,17.87999,3.64051,-4.98121,0.60200,-3.82149,-7.15636
422,8.52294111251831,886000,38700.59922,699375.53926,26346.31996,0.00434,8.51456,0.00396,0.66667,116381.06001,0.00000,-51.17729,0.00000,-9.37952,0.00000,-13.09031,0.00000,-91.27790,0.00000,-83.97872,0.00000,82.73799,1.00000,266479.95683,0.00000,1879.66489,0.00000,2431.47622,0.16667,170.42178,9.57199,196.49324,139.88879,18.46740,0.09059,18.65914,18.32166,0.34193,0.00648,0.35132,0.32948,0.11536,0.00067,0.11628,0.11425,0.06853,0.00034,0.06895,0.06768,0.09503,0.00039,0.09568,0.09453,0.06427,0.00073,0.06544,0.06334,10.17757,0.05322,10.25915,10.10551,0.06489,0.00014,0.06513,0.06468,0.40527,0.00313,0.40962,0.40152,0.63099,0.00207,0.63487,0.62698,0.16073,0.48351,1.53070,-1.05793,-23366.75089,631.45592,-21565.82031,-24809.01562,281914.47684,113526.89805,1202589.62500,108627.30469,283570.85805,130351.15054,1283607.25000,137145.62500,1163.55300,610.51981,4846.47021,303.82382,62392181.40000,25063437.55129,144405872.00000,17050266.00000,62384380.32000,30049550.84950,281553920.00000,25508990.00000,-0.93303,0.01976,-0.89035,-0.98471,0.45820,0.02044,0.51275,0.41047,0.84637,0.66122,2.00000,0.08012,-3.15361,0.50526,-2.56512,-8.49736,3.85179,0.64840,5.66809,2.18426,4.77531,0.68827,6.50176,3.63658,4.10603,0.75997,6.18986,2.27286,4.24291,0.52079,5.88233,2.89993,3.98741,0.46549,5.19297,3.08945,3.87913,0.92945,6.41378,2.50806,4.14112,0.55475,5.96041,2.74515,4.01712,0.39419,5.30887,2.92129,4.17762,0.43322,5.26833,3.01406,3.84680,0.66085,5.55636,2.23450,4.10252,0.22818,4.65368,3.54761,4.18289,0.14248,4.53836,3.83877,25.38534,3.96076,43.84774,18.75642,-6.78513,1.28046,-4.31659,-10.87913,0.11566,0.05231,0.26607,-0.00426,1.48706,0.03716,1.59019,1.40583,5.89850,2.66217,33.08764,4.03026,-5.70599,0.70928,-3.94406,-7.62255
423,8.457584142684937,888000,46760.22161,638469.55075,47912.29658,0.09809,8.35542,0.00402,0.66667,184603.08829,0.00000,-34.85711,0.00000,-8.76881,0.00000,-13.77938,0.00000,-71.92615,0.00000,-90.56378,0.00000,-37.20304,1.00000,280560.27317,0.00000,-14.96163,0.00000,2710.91459,0.16667,170.51641,9.88383,200.59663,146.05121,18.30062,0.07083,18.43703,18.22876,0.34932,0.00228,0.35206,0.34460,0.11779,0.00113,0.11961,0.11494,0.06781,0.00072,0.06893,0.06687,0.09324,0.00105,0.09451,0.09080,0.06462,0.00044,0.06512,0.06331,10.36743,0.08742,10.50598,10.25052,0.06388,0.00089,0.06514,0.06215,0.40462,0.00328,0.40942,0.39845,0.61759,0.00647,0.62677,0.60764,-0.50761,0.50011,0.88683,-2.04416,-23394.69466,583.80931,-21584.82617,-24802.15820,301701.81211,175386.17378,1715040.37500,114123.37500,337977.83809,189786.54008,1623665.37500,126225.53906,1264.83288,681.64860,7819.62256,296.28967,68176021.01000,32648373.69948,249776528.00000,23830184.00000,80754082.88000,44828385.33445,377818560.00000,20790338.00000,-0.92262,0.02015,-0.86735,-0.96486,0.43068,0.01350,0.53134,0.40156,0.84211,0.66385,2.00000,0.14324,-3.07895,1.13192,-2.41241,-17.71211,4.04461,0.62463,5.58171,2.46298,3.74264,0.43323,5.13018,2.81623,4.41438,0.53231,5.74166,3.15247,3.60569,0.44387,4.69999,2.64985,3.58350,0.44232,4.88438,2.67850,3.67457,0.69552,6.13787,2.19730,4.25797,0.51765,5.93033,2.81912,3.40866,0.40622,4.38999,2.36231,3.74889,0.44996,5.04135,2.39047,3.66590,0.51408,4.97359,2.35941,3.81468,0.23308,4.61064,3.30178,4.05673,0.14907,4.41949,3.60765,27.69896,6.51841,71.85453,18.46602,-6.61598,1.25505,-3.78263,-12.35668,0.10605,0.04474,0.21674,-0.00039,1.44623,0.04286,1.57605,1.33556,6.51277,2.33397,29.47410,3.89387,-5.97332,1.81110,-4.03740,-28.27516
